Wall time,Step,Value
1693927364.013106,0,0.5645380616188049
1693927420.270773,1,0.6433423757553101
1693927477.81985,2,0.765625
1693927534.116575,3,0.78736412525177
1693927589.192368,4,0.8165760636329651
1693927645.131162,5,0.823369562625885
1693927699.023426,6,0.7995923757553101
1693927752.602676,7,0.81589674949646
1693927808.228903,8,0.8192934989929199
1693927861.497671,9,0.8254076242446899
1693927916.764635,10,0.829483687877655
1693927998.195189,11,0.7683423757553101
1693928052.312406,12,0.8226901888847351
1693928106.427865,13,0.80910325050354
1693928160.41533,14,0.82472825050354
1693928215.156113,15,0.8322010636329651
1693928269.074913,16,0.8125
1693928324.810431,17,0.82472825050354
1693928380.011935,18,0.8274456262588501
1693928434.439522,19,0.82472825050354
1693928490.715958,20,0.8213315010070801
1693928544.628355,21,0.836277186870575
1693928598.382919,22,0.8145380616188049
1693928653.178915,23,0.836277186870575
1693928708.81732,24,0.84714674949646
1693928763.969605,25,0.8525815010070801
1693928819.488769,26,0.85597825050354
1693928873.382968,27,0.8383151888847351
1693928930.446111,28,0.845108687877655
1693929010.317805,29,0.86277174949646
1693929065.62484,30,0.8682065010070801
1693929120.154812,31,0.8620923757553101
1693929174.151739,32,0.851222813129425
1693929227.966295,33,0.8505434989929199
1693929282.708034,34,0.8505434989929199
1693929339.220919,35,0.8634510636329651
1693929396.994059,36,0.86888587474823
1693929451.706396,37,0.86277174949646
1693929507.417536,38,0.851902186870575
1693929561.413431,39,0.860733687877655
1693929617.717071,40,0.86277174949646
1693929673.086339,41,0.870244562625885
1693929727.985806,42,0.866847813129425
1693929781.421727,43,0.8586956262588501
1693929836.6195,44,0.8695651888847351
1693929891.352626,45,0.870244562625885
1693929945.698351,46,0.86548912525177
1693929999.843281,47,0.8756793737411499
1693930055.568081,48,0.867527186870575
1693930110.239644,49,0.875
