Wall time,Step,Value
1694252949.71969,0,2.7658278942108154
1694252996.63265,1,0.5861239433288574
1694253045.044077,2,0.49270501732826233
1694253091.423105,3,0.4552159607410431
1694253138.145662,4,0.4525595009326935
1694253184.440499,5,0.409010648727417
1694253229.962259,6,0.3903706967830658
1694253275.892811,7,0.37135612964630127
1694253321.74047,8,0.3685609996318817
1694253365.777653,9,0.3818736672401428
1694253409.067284,10,0.3424365222454071
1694253452.845708,11,0.3622114360332489
1694253496.821907,12,0.3600034713745117
1694253541.214496,13,0.36280176043510437
1694253587.463107,14,0.3370400071144104
1694253634.778431,15,0.3400055468082428
1694253681.788495,16,0.3620195686817169
1694253727.214883,17,0.34929975867271423
1694253775.081578,18,0.31027716398239136
1694253820.464869,19,0.3244924545288086
1694253864.780954,20,0.33980900049209595
1694253907.81259,21,0.3180239498615265
1694253990.425878,22,0.31452813744544983
1694254035.47939,23,0.29338252544403076
1694254078.89139,24,0.3284985423088074
1694254122.80474,25,0.3110424876213074
1694254166.791265,26,0.29849711060523987
1694254211.331651,27,0.291469007730484
1694254256.64363,28,0.29998835921287537
1694254301.734877,29,0.30753183364868164
1694254346.605765,30,0.30092984437942505
1694254390.954157,31,0.29967692494392395
1694254435.350791,32,0.3030669391155243
1694254480.063848,33,0.2729392945766449
1694254524.450493,34,0.2667064964771271
1694254568.447059,35,0.29190415143966675
1694254611.790493,36,0.27655020356178284
1694254656.537874,37,0.27786168456077576
1694254699.076502,38,0.2789914011955261
1694254743.582024,39,0.26470500230789185
1694254788.094281,40,0.263814777135849
1694254831.886147,41,0.2666751444339752
1694254874.535136,42,0.27366626262664795
1694254919.285175,43,0.2637905776500702
1694254963.182282,44,0.2681303322315216
1694255007.462519,45,0.2780715525150299
1694255051.360087,46,0.2781333327293396
1694255095.45022,47,0.2414865642786026
1694255139.839424,48,0.2341620773077011
1694255183.91247,49,0.2506321668624878
