Wall time,Step,Value
1694255455.191061,0,10.292715072631836
1694255513.816234,1,0.6244314312934875
1694255571.870038,2,0.4746224284172058
1694255627.586205,3,0.3693389892578125
1694255682.616783,4,0.35036247968673706
1694255738.778674,5,0.3092285990715027
1694255793.038008,6,0.27440446615219116
1694255848.534098,7,0.26561981439590454
1694255903.162164,8,0.2588021159172058
1694255958.284367,9,0.24438747763633728
1694256014.445048,10,0.2403155416250229
1694256066.990013,11,0.24519966542720795
1694256121.891268,12,0.22611741721630096
1694256174.305296,13,0.2338208258152008
1694256226.483396,14,0.24477708339691162
1694256281.946618,15,0.20010720193386078
1694256334.932117,16,0.20112095773220062
1694256404.653127,17,0.2130233496427536
1694256457.773243,18,0.20067712664604187
1694256513.571264,19,0.190024271607399
1694256564.78951,20,0.1949678510427475
1694256620.660522,21,0.1743304580450058
1694256673.158047,22,0.20014354586601257
1694256727.098021,23,0.17962457239627838
1694256779.664127,24,0.19889439642429352
1694256833.629581,25,0.18498779833316803
1694256886.548669,26,0.17460903525352478
1694256943.412435,27,0.15523362159729004
1694256995.767421,28,0.15836213529109955
1694257048.002183,29,0.15904226899147034
1694257105.821346,30,0.15312111377716064
1694257158.355991,31,0.16243205964565277
1694257211.500587,32,0.1639275699853897
1694257267.255861,33,0.14910803735256195
1694257323.894091,34,0.14023809134960175
1694257376.018693,35,0.15157054364681244
1694257429.581181,36,0.1421174257993698
1694257482.317587,37,0.14428198337554932
1694257537.858255,38,0.1359112411737442
1694257590.051045,39,0.13935747742652893
1694257642.859757,40,0.13828645646572113
1694257700.520972,41,0.13369540870189667
1694257757.166573,42,0.12450993806123734
1694257808.144069,43,0.14232447743415833
1694257858.898716,44,0.15340964496135712
1694257911.17135,45,0.13525448739528656
1694257963.560782,46,0.13324221968650818
1694258016.86499,47,0.13668611645698547
1694258069.07954,48,0.1249786838889122
1694258124.972184,49,0.12161850184202194
